x,y,z,tonnage,grade,economic_value,reserve
0,13,7,1000,0.3688,-1560.19,-1
0,13,8,1000,0.3289,-3553.44,-1
0,13,9,1000,0.261,-6948.53,-1
0,14,0,1000,0.1803,-10987.29,-1
0,14,1,1000,0.2381,-8097.1,-1
0,14,2,1000,0.2997,-5013.37,-1
0,14,3,1000,0.3555,-2227.39,-1
0,14,4,1000,0.4014,71.6,-1
0,14,5,1000,0.4327,1633.37,-1
0,14,6,1000,0.4192,961.35,-1
0,14,7,1000,0.3779,-1103.87,-1
0,14,8,1000,0.3434,-2829.94,-1
0,14,9,1000,0.2731,-6344.38,-1
0,15,0,1000,0.1813,-10935.51,-1
0,15,1,1000,0.2407,-7963.84,-1
0,15,2,1000,0.2837,-5815.9,-1
0,15,3,1000,0.3528,-2361.37,-1
0,15,4,1000,0.4375,1875.55,-1
0,15,5,1000,0.4678,3389.5,-1
0,15,6,1000,0.4274,1369.97,-1
0,15,7,1000,0.3813,-935.49,-1
0,15,8,1000,0.3392,-3038.27,-1
0,15,9,1000,0.2624,-6881.13,-1
0,16,0,1000,0.1849,-10755.3,-1
0,16,1,1000,0.2438,-7808.98,-1
0,16,2,1000,0.2813,-5935.23,-1
0,16,3,1000,0.3485,-2573.59,-1
0,16,4,1000,0.4294,1472.45,-1
0,16,5,1000,0.4353,1765.55,-1
0,16,6,1000,0.3817,-914.49,-1
0,16,7,1000,0.3413,-2936.56,-1
0,16,8,1000,0.308,-4601.55,-1
0,16,9,1000,0.2392,-8041.48,-1
0,17,0,1000,0.1838,-10809.9,-1
0,17,1,1000,0.2408,-7960.91,-1
0,17,2,1000,0.2742,-6289.75,-1
0,17,3,1000,0.3364,-3178.25,-1
0,17,4,1000,0.409,448.57,-1
0,17,5,1000,0.4019,93.98,-1
0,17,6,1000,0.3503,-2483.8,-1
0,17,7,1000,0.3164,-4180.01,-1
0,17,8,1000,0.2779,-6107.0,-1
0,17,9,1000,0.211,-9452.26,-1
0,18,0,1000,0.1714,-11430.18,-1
0,18,1,1000,0.2246,-8769.99,-1
0,18,2,1000,0.2565,-7175.63,-1
0,18,3,1000,0.3145,-4274.32,-1
0,18,4,1000,0.3825,-877.05,-1
0,18,5,1000,0.3851,-746.78,-1
0,18,6,1000,0.3492,-2538.74,-1
0,18,7,1000,0.321,-3952.08,-1
0,18,8,1000,0.2766,-6172.01,-1
0,18,9,1000,0.2083,-9584.4,-1
0,19,0,1000,0.1591,-12043.65,-1
0,19,1,1000,0.2083,-9582.9,-1
0,19,2,1000,0.2388,-8059.89,-1
0,19,3,1000,0.2927,-5362.89,-1
0,19,4,1000,0.3549,-2254.98,-1
0,19,5,1000,0.3578,-2111.94,-1
0,19,6,1000,0.3264,-3677.68,-1
0,19,7,1000,0.3042,-4792.41,-1
0,19,8,1000,0.2742,-6292.09,-1
0,19,9,1000,0.2148,-9258.66,-1
0,20,0,1000,0.1527,-12366.63,-1
0,20,1,1000,0.1992,-10041.54,-1
0,20,2,1000,0.2258,-8707.68,-1
0,20,3,1000,0.2641,-6796.7,-1
0,20,4,1000,0.3082,-4588.17,-1
0,20,5,1000,0.3083,-4582.65,-1
0,20,6,1000,0.2797,-6013.43,-1
0,20,7,1000,0.258,-7098.29,-1
0,20,8,1000,0.2482,-7591.77,-1
0,20,9,1000,0.211,-9449.87,-1
0,21,0,1000,0.1451,-12745.16,-1
0,21,1,1000,0.1911,-10446.1,-1
0,21,2,1000,0.2216,-8922.32,-1
0,21,3,1000,0.2438,-7810.61,-1
0,21,4,1000,0.268,-6602.38,-1
0,21,5,1000,0.2774,-6132.01,-1
0,21,6,1000,0.2573,-7134.76,-1
0,21,7,1000,0.225,-8749.84,-1
0,21,8,1000,0.2084,-9578.15,-1
0,21,9,1000,0.1857,-10714.68,-1
0,22,0,1000,0.1303,-13486.88,-1
0,22,1,1000,0.1743,-11283.63,-1
0,22,2,1000,0.2124,-9378.17,-1
0,22,3,1000,0.2353,-8235.1,-1
0,22,4,1000,0.2562,-7188.46,-1
0,22,5,1000,0.2756,-6221.34,-1
0,22,6,1000,0.2629,-6857.05,-1
0,22,7,1000,0.2255,-8726.14,-1
0,22,8,1000,0.1909,-10452.64,-1
0,22,9,1000,0.1637,-11817.45,-1
0,23,0,1000,0.1113,-14435.68,-1
0,23,1,1000,0.1467,-12667.27,-1
0,23,2,1000,0.1851,-10745.84,-1
0,23,3,1000,0.2118,-9409.95,-1
0,23,4,1000,0.2333,-8332.52,-1
0,23,5,1000,0.2612,-6938.14,-1
0,23,6,1000,0.2638,-6807.84,-1
0,23,7,1000,0.2356,-8218.85,-1
0,23,8,1000,0.1896,-10517.52,-1
0,23,9,1000,0.1491,-12543.52,-1
0,24,0,1000,0.1016,-14920.59,-1
0,24,1,1000,0.1236,-13818.8,-1
0,24,2,1000,0.1521,-12395.29,-1
0,24,3,1000,0.1802,-10988.49,-1
0,24,4,1000,0.1974,-10128.98,-1
0,24,5,1000,0.2123,-9384.97,-1
0,24,6,1000,0.2268,-8657.66,-1
0,24,7,1000,0.2235,-8824.97,-1
0,24,8,1000,0.1888,-10560.94,-1
0,24,9,1000,0.1401,-12995.85,-1
1,0,0,1000,0.1118,-14409.22,-1
1,0,1,1000,0.1395,-13024.18,-1
1,0,2,1000,0.1852,-10738.5,-1
1,0,3,1000,0.209,-9549.15,-1
1,0,4,1000,0.2051,-9743.28,-1
1,0,5,1000,0.2048,-9758.15,-1
1,0,6,1000,0.2169,-9155.64,-1
1,0,7,1000,0.2107,-9466.91,-1
1,0,8,1000,0.1823,-10884.96,-1
1,0,9,1000,0.1392,-13037.53,-1
1,1,0,1000,0.1196,-14018.57,-1
1,1,1,1000,0.1524,-12380.04,-1
1,1,2,1000,0.2017,-9916.18,-1
1,1,3,1000,0.2309,-8454.83,-1
1,1,4,1000,0.2354,-8231.16,-1
1,1,5,1000,0.2414,-7930.89,-1
1,1,6,1000,0.2499,-7503.65,-1
1,1,7,1000,0.2346,-8270.72,-1
1,1,8,1000,0.1896,-10518.52,-1
1,1,9,1000,0.1392,-13042.31,-1
1,2,0,1000,0.1396,-13018.66,-1
1,2,1,1000,0.1818,-10908.91,-1
1,2,2,1000,0.2195,-9026.46,-1
1,2,3,1000,0.2525,-7377.03,-1
1,2,4,1000,0.2809,-5954.52,-1
1,2,5,1000,0.2916,-5419.53,-1
1,2,6,1000,0.2769,-6152.74,-1
1,2,7,1000,0.2428,-7858.37,-1
1,2,8,1000,0.1855,-10723.76,-1
1,2,9,1000,0.139,-13050.36,-1
1,3,0,1000,0.149,-12547.68,-1
1,3,1,1000,0.1965,-10176.36,-1
1,3,2,1000,0.2268,-8660.46,-1
1,3,3,1000,0.2613,-6934.52,-1
1,3,4,1000,0.3082,-4592.15,-1
1,3,5,1000,0.3409,-2957.33,-1
1,3,6,1000,0.3226,-3868.71,-1
1,3,7,1000,0.2756,-6221.27,-1
1,3,8,1000,0.2112,-9441.41,-1
1,3,9,1000,0.1638,-11809.72,-1
1,4,0,1000,0.1495,-12524.58,-1
1,4,1,1000,0.2004,-9981.88,-1
1,4,2,1000,0.2363,-8183.16,-1
1,4,3,1000,0.2717,-6415.79,-1
1,4,4,1000,0.3235,-3826.63,-1
1,4,5,1000,0.3821,-896.71,-1
1,4,6,1000,0.3746,-1270.91,-1
1,4,7,1000,0.3194,-4029.73,-1
1,4,8,1000,0.2495,-7524.52,-1
1,4,9,1000,0.1947,-10264.9,-1
1,5,0,1000,0.1658,-11711.15,-1
1,5,1,1000,0.2273,-8634.89,-1
1,5,2,1000,0.2816,-5919.26,-1
1,5,3,1000,0.3133,-4334.86,-1
1,5,4,1000,0.3484,-2580.85,-1
1,5,5,1000,0.3989,-57.46,-1
1,5,6,1000,0.3866,-670.24,-1
1,5,7,1000,0.3249,-3756.31,-1
1,5,8,1000,0.2693,-6536.23,-1
1,5,9,1000,0.2149,-9254.91,-1
1,6,0,1000,0.1918,-10407.99,-1
1,6,1,1000,0.2636,-6818.69,-1
1,6,2,1000,0.3276,-3619.84,-1
1,6,3,1000,0.3559,-2203.73,-1
1,6,4,1000,0.3791,-1043.0,-1
1,6,5,1000,0.4144,722.36,-1
1,6,6,1000,0.3924,-381.8,-1
1,6,7,1000,0.3261,-3696.62,-1
1,6,8,1000,0.2833,-5837.11,-1
1,6,9,1000,0.2304,-8478.62,-1
1,7,0,1000,0.211,-9447.82,-1
1,7,1,1000,0.2867,-5665.06,-1
1,7,2,1000,0.3478,-2609.42,-1
1,7,3,1000,0.375,-1250.24,-1
1,7,4,1000,0.3989,-52.75,-1
1,7,5,1000,0.4341,1703.12,-1
1,7,6,1000,0.4141,703.72,-1
1,7,7,1000,0.3487,-2564.16,-1
1,7,8,1000,0.3074,-4628.49,-1
1,7,9,1000,0.2503,-7487.29,-1
1,8,0,1000,0.2288,-8560.1,-1
1,8,1,1000,0.3011,-4944.37,-1
1,8,2,1000,0.3565,-2176.7,-1
1,8,3,1000,0.3858,-710.87,-1
1,8,4,1000,0.3991,-44.48,-1
1,8,5,1000,0.4028,138.94,-1
1,8,6,1000,0.3979,-106.43,-1
1,8,7,1000,0.3633,-1833.1,-1
1,8,8,1000,0.3256,-3719.7,-1
1,8,9,1000,0.2568,-7159.86,-1
1,9,0,1000,0.2243,-8782.76,-1
1,9,1,1000,0.2917,-5416.66,-1
1,9,2,1000,0.349,-2552.47,-1
1,9,3,1000,0.3835,-824.46,-1
1,9,4,1000,0.3928,-361.58,-1
1,9,5,1000,0.3949,-256.18,-1
1,9,6,1000,0.4149,745.09,-1
1,9,7,1000,0.4006,28.18,-1
1,9,8,1000,0.3546,-2269.72,-1
1,9,9,1000,0.2696,-6522.19,-1
1,10,0,1000,0.215,-9249.42,-1
1,10,1,1000,0.2812,-5937.8,-1
1,10,2,1000,0.3426,-2869.42,-1
1,10,3,1000,0.3794,-1030.81,-1
1,10,4,1000,0.3963,-185.94,-1
1,10,5,1000,0.4348,1740.68,-1
1,10,6,1000,0.4734,3671.88,-1
1,10,7,1000,0.4502,2510.48,-1
1,10,8,1000,0.3875,-625.54,-1
1,10,9,1000,0.2905,-5472.75,-1
1,11,0,1000,0.2176,-9121.92,-1
1,11,1,1000,0.2825,-5877.17,-1
1,11,2,1000,0.3476,-2619.24,-1
1,11,3,1000,0.3866,-671.25,-1
1,11,4,1000,0.416,801.48,-1
1,11,5,1000,0.5044,5218.78,-1
1,11,6,1000,0.551,7550.33,-1
1,11,7,1000,0.4958,4788.56,-1
1,11,8,1000,0.3959,-204.9,-1
1,11,9,1000,0.2899,-5503.19,-1
1,12,0,1000,0.2247,-8766.41,-1
1,12,1,1000,0.2892,-5538.83,-1
1,12,2,1000,0.3576,-2119.25,-1
1,12,3,1000,0.3989,-57.48,-1
1,12,4,1000,0.4314,1567.89,-1
1,12,5,1000,0.5266,6328.41,-1
1,12,6,1000,0.5605,8024.69,-1
1,12,7,1000,0.4863,4312.66,-1
1,12,8,1000,0.3784,-1077.91,-1
1,12,9,1000,0.2798,-6011.98,-1
1,13,0,1000,0.2181,-9095.46,-1
1,13,1,1000,0.2814,-5931.56,-1
1,13,2,1000,0.35,-2500.2,-1
1,13,3,1000,0.3927,-364.13,-1
1,13,4,1000,0.4241,1202.94,-1
1,13,5,1000,0.5064,5318.21,-1
1,13,6,1000,0.5317,6585.11,-1
1,13,7,1000,0.463,3151.06,-1
1,13,8,1000,0.3747,-1263.39,-1
1,13,9,1000,0.2859,-5706.32,-1
1,14,0,1000,0.2193,-9037.45,-1
1,14,1,1000,0.2835,-5827.14,-1
1,14,2,1000,0.3332,-3342.35,-1
1,14,3,1000,0.3863,-682.75,-1
1,14,4,1000,0.4472,2361.43,-1
1,14,5,1000,0.5079,5392.6,-1
1,14,6,1000,0.5022,5111.11,-1
1,14,7,1000,0.4442,2212.08,-1
1,14,8,1000,0.3862,-691.31,-1
1,14,9,1000,0.3044,-4781.73,-1
1,15,0,1000,0.2309,-8454.15,-1
1,15,1,1000,0.2976,-5118.79,-1
1,15,2,1000,0.3242,-3791.38,-1
1,15,3,1000,0.3871,-643.57,-1
1,15,4,1000,0.4786,3928.88,-1
1,15,5,1000,0.5092,5459.98,-1
1,15,6,1000,0.4669,3342.66,-1
1,15,7,1000,0.4179,896.08,-1
1,15,8,1000,0.3794,-1029.04,-1
1,15,9,1000,0.3016,-4921.03,-1
1,16,0,1000,0.2306,-8472.01,-1
1,16,1,1000,0.2959,-5202.74,-1
1,16,2,1000,0.3181,-4093.78,-1
1,16,3,1000,0.3795,-1022.94,-1
1,16,4,1000,0.4668,3341.24,-1
1,16,5,1000,0.475,3749.91,-1
1,16,6,1000,0.4215,1074.89,-1
1,16,7,1000,0.3789,-1056.0,-1
1,16,8,1000,0.348,-2598.55,-1
1,16,9,1000,0.2775,-6125.57,-1
1,17,0,1000,0.2142,-9291.07,-1
1,17,1,1000,0.2766,-6169.78,-1
1,17,2,1000,0.3082,-4589.32,-1
1,17,3,1000,0.3755,-1224.48,-1
1,17,4,1000,0.4549,2745.52,-1
1,17,5,1000,0.4418,2087.92,-1
1,17,6,1000,0.3849,-754.65,-1
1,17,7,1000,0.3499,-2506.54,-1
1,17,8,1000,0.314,-4300.84,-1
1,17,9,1000,0.2448,-7760.86,-1
1,18,0,1000,0.1906,-10470.88,-1
1,18,1,1000,0.2485,-7573.59,-1
1,18,2,1000,0.2906,-5471.35,-1
1,18,3,1000,0.3641,-1795.7,-1
1,18,4,1000,0.4375,1877.37,-1
1,18,5,1000,0.4155,776.97,-1
1,18,6,1000,0.3634,-1830.3,-1
1,18,7,1000,0.3377,-3115.61,-1
1,18,8,1000,0.3036,-4818.72,-1
1,18,9,1000,0.2362,-8190.95,-1
1,19,0,1000,0.1797,-11017.42,-1
1,19,1,1000,0.233,-8352.16,-1
1,19,2,1000,0.2709,-6454.19,-1
1,19,3,1000,0.3382,-3092.19,-1
1,19,4,1000,0.4041,206.79,-1
1,19,5,1000,0.3794,-1030.62,-1
1,19,6,1000,0.3306,-3468.4,-1
1,19,7,1000,0.3123,-4382.77,-1
1,19,8,1000,0.2956,-5220.58,-1
1,19,9,1000,0.2389,-8054.79,-1
1,20,0,1000,0.179,-11049.97,-1
1,20,1,1000,0.2301,-8494.79,-1
1,20,2,1000,0.2578,-7108.59,-1
1,20,3,1000,0.3013,-4933.16,-1
1,20,4,1000,0.3476,-2621.51,-1
1,20,5,1000,0.331,-3447.81,-1
1,20,6,1000,0.2909,-5456.28,-1
1,20,7,1000,0.2692,-6538.09,-1
1,20,8,1000,0.2659,-6705.26,-1
1,20,9,1000,0.2297,-8515.12,-1
1,21,0,1000,0.1736,-11317.52,-1
1,21,1,1000,0.225,-8750.05,-1
1,21,2,1000,0.2522,-7389.26,-1
1,21,3,1000,0.2718,-6407.97,-1
1,21,4,1000,0.2966,-5171.94,-1
1,21,5,1000,0.306,-4701.69,-1
1,21,6,1000,0.2828,-5859.88,-1
1,21,7,1000,0.2445,-7774.41,-1
1,21,8,1000,0.2255,-8726.29,-1
1,21,9,1000,0.2013,-9936.53,-1
1,22,0,1000,0.155,-12249.36,-1
1,22,1,1000,0.2035,-9823.01,-1
1,22,2,1000,0.2377,-8114.11,-1
1,22,3,1000,0.2564,-7178.37,-1
1,22,4,1000,0.2772,-6141.83,-1
1,22,5,1000,0.2997,-5016.5,-1
1,22,6,1000,0.2859,-5703.34,-1
1,22,7,1000,0.2427,-7863.28,-1
1,22,8,1000,0.2073,-9636.37,-1
1,22,9,1000,0.1798,-11008.97,-1
1,23,0,1000,0.1309,-13452.78,-1
1,23,1,1000,0.1704,-11480.3,-1
1,23,2,1000,0.2082,-9591.48,-1
1,23,3,1000,0.2331,-8344.02,-1
1,23,4,1000,0.2537,-7316.53,-1
1,23,5,1000,0.281,-5951.68,-1
1,23,6,1000,0.2821,-5894.98,-1
1,23,7,1000,0.2499,-7505.69,-1
1,23,8,1000,0.2028,-9858.73,-1
1,23,9,1000,0.1627,-11866.75,-1
1,24,0,1000,0.1155,-14223.13,-1
1,24,1,1000,0.1425,-12876.87,-1
1,24,2,1000,0.1774,-11130.29,-1
1,24,3,1000,0.2087,-9565.11,-1
1,24,4,1000,0.2246,-8768.42,-1
1,24,5,1000,0.2351,-8244.94,-1
1,24,6,1000,0.2483,-7584.28,-1
1,24,7,1000,0.2415,-7923.37,-1
1,24,8,1000,0.1976,-10119.99,-1
1,24,9,1000,0.146,-12700.29,-1
2,0,0,1000,0.1174,-14131.24,-1
2,0,1,1000,0.1408,-12962.0,-1
2,0,2,1000,0.1891,-10544.96,-1
2,0,3,1000,0.2261,-8694.78,-1
2,0,4,1000,0.2385,-8075.19,-1
2,0,5,1000,0.2517,-7414.51,-1
2,0,6,1000,0.2518,-7408.87,-1
2,0,7,1000,0.2246,-8768.54,-1
2,0,8,1000,0.1768,-11159.49,-1
2,0,9,1000,0.1424,-12878.57,-1
2,1,0,1000,0.1361,-13195.67,-1
2,1,1,1000,0.1665,-11673.18,-1
2,1,2,1000,0.213,-9352.35,-1
2,1,3,1000,0.2491,-7543.5,-1
2,1,4,1000,0.2647,-6763.33,-1
2,1,5,1000,0.2761,-6196.87,-1
2,1,6,1000,0.2716,-6420.01,-1
2,1,7,1000,0.2404,-7981.64,-1
2,1,8,1000,0.1884,-10580.58,-1
2,1,9,1000,0.1495,-12522.66,-1
2,2,0,1000,0.1516,-12419.5,-1
2,2,1,1000,0.1996,-10020.79,-1
2,2,2,1000,0.2454,-7729.61,-1
2,2,3,1000,0.2791,-6045.29,-1
2,2,4,1000,0.3051,-4746.36,-1
2,2,5,1000,0.321,-3948.46,-1
2,2,6,1000,0.3091,-4547.2,-1
2,2,7,1000,0.2704,-6482.16,-1
2,2,8,1000,0.2143,-9284.77,-1
2,2,9,1000,0.1657,-11715.27,-1
2,3,0,1000,0.1616,-11921.09,-1
2,3,1,1000,0.219,-9047.63,-1
2,3,2,1000,0.2605,-6973.86,-1
2,3,3,1000,0.2901,-5493.45,-1
2,3,4,1000,0.3285,-3573.97,-1
2,3,5,1000,0.3747,-1265.38,-1
2,3,6,1000,0.3721,-1395.03,-1
2,3,7,1000,0.3232,-3839.74,-1
2,3,8,1000,0.2536,-7320.11,-1
2,3,9,1000,0.1913,-10435.26,-1
2,4,0,1000,0.1742,-11291.12,-1
2,4,1,1000,0.2322,-8388.76,-1
2,4,2,1000,0.2703,-6485.39,-1
2,4,3,1000,0.2992,-5038.6,-1
2,4,4,1000,0.3465,-2672.58,-1
2,4,5,1000,0.424,1197.77,-1
2,4,6,1000,0.4336,1681.15,-1
2,4,7,1000,0.3742,-1289.95,-1
2,4,8,1000,0.2923,-5385.87,-1
2,4,9,1000,0.2208,-8960.43,-1
2,5,0,1000,0.1919,-10403.8,-1
2,5,1,1000,0.2468,-7659.21,-1
2,5,2,1000,0.3057,-4715.63,-1
2,5,3,1000,0.3558,-2208.19,-1
2,5,4,1000,0.4043,215.51,-1
2,5,5,1000,0.4693,3464.91,-1
2,5,6,1000,0.4627,3136.28,-1
2,5,7,1000,0.3936,-322.17,-1
2,5,8,1000,0.3199,-4004.01,-1
2,5,9,1000,0.2553,-7237.06,-1
2,6,0,1000,0.2056,-9722.0,-1
2,6,1,1000,0.2616,-6918.55,-1
2,6,2,1000,0.3442,-2789.55,-1
2,6,3,1000,0.4166,831.33,-1
2,6,4,1000,0.4646,3227.84,-1
2,6,5,1000,0.5023,5114.39,-1
2,6,6,1000,0.4727,3634.64,-1
2,6,7,1000,0.396,-200.24,-1
2,6,8,1000,0.3263,-3686.95,-1
2,6,9,1000,0.2665,-6674.18,-1
2,7,0,1000,0.2161,-9194.88,-1
2,7,1,1000,0.2756,-6220.96,-1
2,7,2,1000,0.3628,-1860.64,-1
2,7,3,1000,0.4433,2162.53,-1
2,7,4,1000,0.4966,4829.66,-1
2,7,5,1000,0.5302,6511.26,-1
2,7,6,1000,0.4968,4841.1,-1
2,7,7,1000,0.4176,877.56,-1
2,7,8,1000,0.339,-3050.72,-1
2,7,9,1000,0.2704,-6480.6,-1
2,8,0,1000,0.2337,-8315.85,-1
2,8,1,1000,0.2921,-5397.41,-1
2,8,2,1000,0.3647,-1766.37,-1
2,8,3,1000,0.4519,2593.13,-1
2,8,4,1000,0.5151,5753.56,-1
2,8,5,1000,0.5272,6360.28,-1
2,8,6,1000,0.4985,4926.26,-1
2,8,7,1000,0.4469,2345.47,-1
2,8,8,1000,0.3782,-1087.89,-1
2,8,9,1000,0.2897,-5516.46,-1
2,9,0,1000,0.2415,-7922.57,-1
2,9,1,1000,0.2956,-5218.43,-1
2,9,2,1000,0.3481,-2597.04,-1
2,9,3,1000,0.4337,1683.63,-1
2,9,4,1000,0.5055,5274.3,-1
2,9,5,1000,0.5146,5730.75,-1
2,9,6,1000,0.4988,4938.43,-1
2,9,7,1000,0.4707,3533.71,-1
2,9,8,1000,0.414,701.13,-1
2,9,9,1000,0.3107,-4465.63,-1
2,10,0,1000,0.2405,-7976.87,-1
2,10,1,1000,0.2926,-5367.65,-1
2,10,2,1000,0.3355,-3224.87,-1
2,10,3,1000,0.4137,683.96,-1
2,10,4,1000,0.4887,4436.04,-1
2,10,5,1000,0.5193,5964.89,-1
2,10,6,1000,0.5139,5692.55,-1
2,10,7,1000,0.481,4050.19,-1
2,10,8,1000,0.4188,939.91,-1
2,10,9,1000,0.3137,-4314.31,-1
2,11,0,1000,0.2457,-7716.04,-1
2,11,1,1000,0.3041,-4795.72,-1
2,11,2,1000,0.3462,-2690.67,-1
2,11,3,1000,0.4072,357.54,-1
2,11,4,1000,0.4819,4093.59,-1
